0 ##J of the state
4   
1   0   1   3  -1  -1   1   p 0p_3/2
2   0   1   1  -1  -1   1   p 0p_1/2
3   0   1   3   1  -1   1   n 0p_3/2
4   0   1   1   1  -1   1   n 0p_1/2
2
OBTD        3         3       1.903178
OBTD        4         4       0.136926
 7
TBTD   3  3  3  3   0  0  0  1 1  1.000000000000
TBTD   3  3  4  4   0  0  0  1 1  0.295714555967
TBTD   3  3  3  3   2  2  0  1 1  2.019568517732
TBTD   3  4  3  4   1  1  0  1 1  0.083849880215
TBTD   3  4  3  4   2  2  0  1 1  0.108249729884
TBTD   4  4  3  3   0  0  0  1 1  0.295714555967
TBTD   4  4  4  4   0  0  0  1 1  0.096821501827
0
