pair_i,pair_j,a,b,c,d,e,f,g,jab_seed,jde_seed,entry_jab,entry_jde,twoJ,val
25,12,2,3,3,2,3,3,17,1,0,2,0,3,0.0296463530640785
25,12,2,3,3,2,3,3,17,1,0,2,1,3,-0.0513489897661093
25,12,2,3,3,2,3,3,17,1,0,2,2,3,0.0662912607362388
25,12,2,3,3,2,3,3,17,1,0,2,3,3,-0.0784368774875695
25,12,2,3,3,2,3,3,17,1,0,3,0,3,-0.105234114003017
25,12,2,3,3,2,3,3,17,1,0,3,1,3,0.182270832142721
25,12,2,3,3,2,3,3,17,1,0,3,2,3,-0.235310632462709
25,12,2,3,3,2,3,3,17,1,0,3,3,3,0.278423295092203
25,25,2,3,2,2,3,2,17,1,1,1,1,1,1.125
25,25,2,3,2,2,3,2,17,1,1,1,2,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,1,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,2,1,0.375
25,25,2,3,2,2,3,2,17,1,1,1,1,2,0.5
25,25,2,3,2,2,3,2,17,1,1,0,0,3,-0.103125
25,25,2,3,2,2,3,2,17,1,1,0,1,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,0,2,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,0,3,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,1,0,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,1,1,3,-0.111375
25,25,2,3,2,2,3,2,17,1,1,1,2,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,1,3,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,2,0,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,2,1,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,2,2,3,-0.020625
25,25,2,3,2,2,3,2,17,1,1,2,3,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,0,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,3,1,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,3,2,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,3,3,-0.259875
25,25,2,3,2,2,3,2,17,1,1,1,1,4,-0.55
25,25,2,3,2,2,3,2,17,1,1,1,1,5,-0.147
25,25,2,3,2,2,3,2,17,1,1,1,2,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,1,3,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,2,1,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,2,2,5,-0.105
25,25,2,3,2,2,3,2,17,1,1,2,3,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,1,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,3,2,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,3,5,-0.168
25,25,2,3,2,2,3,2,17,1,1,1,1,1,1.125
25,25,2,3,2,2,3,2,17,1,1,1,2,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,1,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,2,1,0.375
25,25,2,3,2,2,3,2,17,1,1,1,1,2,0.5
25,25,2,3,2,2,3,2,17,1,1,0,0,3,-0.103125
25,25,2,3,2,2,3,2,17,1,1,0,1,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,0,2,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,0,3,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,1,0,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,1,1,3,-0.111375
25,25,2,3,2,2,3,2,17,1,1,1,2,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,1,3,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,2,0,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,2,1,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,2,2,3,-0.020625
25,25,2,3,2,2,3,2,17,1,1,2,3,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,0,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,3,1,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,3,2,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,3,3,-0.259875
25,25,2,3,2,2,3,2,17,1,1,1,1,4,-0.55
25,25,2,3,2,2,3,2,17,1,1,1,1,5,-0.147
25,25,2,3,2,2,3,2,17,1,1,1,2,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,1,3,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,2,1,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,2,2,5,-0.105
25,25,2,3,2,2,3,2,17,1,1,2,3,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,1,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,3,2,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,3,5,-0.168
25,25,2,3,2,2,3,2,17,1,1,1,1,1,1.125
25,25,2,3,2,2,3,2,17,1,1,1,2,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,1,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,2,1,0.375
25,25,2,3,2,2,3,2,17,1,1,1,1,2,0.5
25,25,2,3,2,2,3,2,17,1,1,0,0,3,-0.103125
25,25,2,3,2,2,3,2,17,1,1,0,1,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,0,2,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,0,3,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,1,0,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,1,1,3,-0.111375
25,25,2,3,2,2,3,2,17,1,1,1,2,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,1,3,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,2,0,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,2,1,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,2,2,3,-0.020625
25,25,2,3,2,2,3,2,17,1,1,2,3,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,0,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,3,1,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,3,2,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,3,3,-0.259875
25,25,2,3,2,2,3,2,17,1,1,1,1,4,-0.55
25,25,2,3,2,2,3,2,17,1,1,1,1,5,-0.147
25,25,2,3,2,2,3,2,17,1,1,1,2,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,1,3,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,2,1,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,2,2,5,-0.105
25,25,2,3,2,2,3,2,17,1,1,2,3,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,1,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,3,2,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,3,5,-0.168
25,25,2,3,2,2,3,2,17,1,1,1,1,1,1.125
25,25,2,3,2,2,3,2,17,1,1,1,2,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,1,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,2,1,0.375
25,25,2,3,2,2,3,2,17,1,1,1,1,2,0.5
25,25,2,3,2,2,3,2,17,1,1,0,0,3,-0.103125
25,25,2,3,2,2,3,2,17,1,1,0,1,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,0,2,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,0,3,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,1,0,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,1,1,3,-0.111375
25,25,2,3,2,2,3,2,17,1,1,1,2,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,1,3,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,2,0,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,2,1,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,2,2,3,-0.020625
25,25,2,3,2,2,3,2,17,1,1,2,3,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,0,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,3,1,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,3,2,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,3,3,-0.259875
25,25,2,3,2,2,3,2,17,1,1,1,1,4,-0.55
25,25,2,3,2,2,3,2,17,1,1,1,1,5,-0.147
25,25,2,3,2,2,3,2,17,1,1,1,2,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,1,3,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,2,1,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,2,2,5,-0.105
25,25,2,3,2,2,3,2,17,1,1,2,3,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,1,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,3,2,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,3,5,-0.168
25,25,2,3,2,2,3,2,17,1,1,1,1,1,1.125
25,25,2,3,2,2,3,2,17,1,1,1,2,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,1,1,-0.649519052838329
25,25,2,3,2,2,3,2,17,1,1,2,2,1,0.375
25,25,2,3,2,2,3,2,17,1,1,1,1,2,0.5
25,25,2,3,2,2,3,2,17,1,1,0,0,3,-0.103125
25,25,2,3,2,2,3,2,17,1,1,0,1,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,0,2,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,0,3,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,1,0,3,-0.107170643718324
25,25,2,3,2,2,3,2,17,1,1,1,1,3,-0.111375
25,25,2,3,2,2,3,2,17,1,1,1,2,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,1,3,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,2,0,3,-0.0461189020359331
25,25,2,3,2,2,3,2,17,1,1,2,1,3,-0.0479281689093168
25,25,2,3,2,2,3,2,17,1,1,2,2,3,-0.020625
25,25,2,3,2,2,3,2,17,1,1,2,3,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,0,3,-0.163705862372121
25,25,2,3,2,2,3,2,17,1,1,3,1,3,-0.170128122675236
25,25,2,3,2,2,3,2,17,1,1,3,2,3,-0.0732114873158577
25,25,2,3,2,2,3,2,17,1,1,3,3,3,-0.259875
25,25,2,3,2,2,3,2,17,1,1,1,1,4,-0.55
25,25,2,3,2,2,3,2,17,1,1,1,1,5,-0.147
25,25,2,3,2,2,3,2,17,1,1,1,2,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,1,3,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,2,1,5,-0.124237675445092
25,25,2,3,2,2,3,2,17,1,1,2,2,5,-0.105
25,25,2,3,2,2,3,2,17,1,1,2,3,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,1,5,0.157149610244505
25,25,2,3,2,2,3,2,17,1,1,3,2,5,0.132815661727072
25,25,2,3,2,2,3,2,17,1,1,3,3,5,-0.168
25,26,2,3,2,2,5,2,17,1,1,1,1,1,0.5625
25,26,2,3,2,2,5,2,17,1,1,1,2,1,0.72618437741389
25,26,2,3,2,2,5,2,17,1,1,2,1,1,-0.324759526419165
25,26,2,3,2,2,5,2,17,1,1,2,2,1,-0.41926274578121
25,26,2,3,2,2,5,2,17,1,1,1,1,2,0.5
25,26,2,3,2,2,5,2,17,1,1,0,1,3,-0.357235479061081
25,26,2,3,2,2,5,2,17,1,1,0,2,3,0.20625
25,26,2,3,2,2,5,2,17,1,1,1,1,3,-0.37125
25,26,2,3,2,2,5,2,17,1,1,1,2,3,0.214341287436649
25,26,2,3,2,2,5,2,17,1,1,2,1,3,-0.159760563031056
25,26,2,3,2,2,5,2,17,1,1,2,2,3,0.0922378040718662
25,26,2,3,2,2,5,2,17,1,1,3,1,3,-0.567093742250785
25,26,2,3,2,2,5,2,17,1,1,3,2,3,0.327411724744243
25,26,2,3,2,2,5,2,17,1,1,1,1,4,-0.55
25,26,2,3,2,2,5,2,17,1,1,1,1,5,-0.0525000000000001
25,26,2,3,2,2,5,2,17,1,1,1,2,5,-0.138901943830891
25,26,2,3,2,2,5,2,17,1,1,2,1,5,-0.0443705983732471
25,26,2,3,2,2,5,2,17,1,1,2,2,5,-0.117393568818739
25,26,2,3,2,2,5,2,17,1,1,3,1,5,0.0561248608016091
25,26,2,3,2,2,5,2,17,1,1,3,2,5,0.148492424049175
25,26,2,3,2,2,5,2,17,1,1,1,1,1,0.5625
25,26,2,3,2,2,5,2,17,1,1,1,2,1,0.72618437741389
25,26,2,3,2,2,5,2,17,1,1,2,1,1,-0.324759526419165
25,26,2,3,2,2,5,2,17,1,1,2,2,1,-0.41926274578121
25,26,2,3,2,2,5,2,17,1,1,1,1,2,0.5
25,26,2,3,2,2,5,2,17,1,1,0,1,3,-0.357235479061081
25,26,2,3,2,2,5,2,17,1,1,0,2,3,0.20625
25,26,2,3,2,2,5,2,17,1,1,1,1,3,-0.37125
25,26,2,3,2,2,5,2,17,1,1,1,2,3,0.214341287436649
25,26,2,3,2,2,5,2,17,1,1,2,1,3,-0.159760563031056
25,26,2,3,2,2,5,2,17,1,1,2,2,3,0.0922378040718662
25,26,2,3,2,2,5,2,17,1,1,3,1,3,-0.567093742250785
25,26,2,3,2,2,5,2,17,1,1,3,2,3,0.327411724744243
25,26,2,3,2,2,5,2,17,1,1,1,1,4,-0.55
25,26,2,3,2,2,5,2,17,1,1,1,1,5,-0.0525000000000001
25,26,2,3,2,2,5,2,17,1,1,1,2,5,-0.138901943830891
25,26,2,3,2,2,5,2,17,1,1,2,1,5,-0.0443705983732471
25,26,2,3,2,2,5,2,17,1,1,2,2,5,-0.117393568818739
25,26,2,3,2,2,5,2,17,1,1,3,1,5,0.0561248608016091
25,26,2,3,2,2,5,2,17,1,1,3,2,5,0.148492424049175
25,26,2,3,2,2,5,2,17,1,1,1,1,1,0.5625
25,26,2,3,2,2,5,2,17,1,1,1,2,1,0.72618437741389
25,26,2,3,2,2,5,2,17,1,1,2,1,1,-0.324759526419165
25,26,2,3,2,2,5,2,17,1,1,2,2,1,-0.41926274578121
25,26,2,3,2,2,5,2,17,1,1,1,1,2,0.5
25,26,2,3,2,2,5,2,17,1,1,0,1,3,-0.357235479061081
25,26,2,3,2,2,5,2,17,1,1,0,2,3,0.20625
25,26,2,3,2,2,5,2,17,1,1,1,1,3,-0.37125
25,26,2,3,2,2,5,2,17,1,1,1,2,3,0.214341287436649
25,26,2,3,2,2,5,2,17,1,1,2,1,3,-0.159760563031056
25,26,2,3,2,2,5,2,17,1,1,2,2,3,0.0922378040718662
25,26,2,3,2,2,5,2,17,1,1,3,1,3,-0.567093742250785
25,26,2,3,2,2,5,2,17,1,1,3,2,3,0.327411724744243
25,26,2,3,2,2,5,2,17,1,1,1,1,4,-0.55
25,26,2,3,2,2,5,2,17,1,1,1,1,5,-0.0525000000000001
25,26,2,3,2,2,5,2,17,1,1,1,2,5,-0.138901943830891
25,26,2,3,2,2,5,2,17,1,1,2,1,5,-0.0443705983732471
25,26,2,3,2,2,5,2,17,1,1,2,2,5,-0.117393568818739
25,26,2,3,2,2,5,2,17,1,1,3,1,5,0.0561248608016091
25,26,2,3,2,2,5,2,17,1,1,3,2,5,0.148492424049175
25,27,2,3,2,2,4,3,17,1,1,1,1,1,-0.1875
25,27,2,3,2,2,4,3,17,1,1,1,2,1,0.72618437741389
25,27,2,3,2,2,4,3,17,1,1,2,1,1,0.108253175473055
25,27,2,3,2,2,4,3,17,1,1,2,2,1,-0.41926274578121
25,27,2,3,2,2,4,3,17,1,1,0,1,3,-0.11907849302036
25,27,2,3,2,2,4,3,17,1,1,0,2,3,0.20625
25,27,2,3,2,2,4,3,17,1,1,1,1,3,-0.12375
25,27,2,3,2,2,4,3,17,1,1,1,2,3,0.214341287436649
25,27,2,3,2,2,4,3,17,1,1,2,1,3,-0.0532535210103519
25,27,2,3,2,2,4,3,17,1,1,2,2,3,0.0922378040718662
25,27,2,3,2,2,4,3,17,1,1,3,1,3,-0.189031247416928
25,27,2,3,2,2,4,3,17,1,1,3,2,3,0.327411724744243
25,27,2,3,2,2,4,3,17,1,1,1,1,5,0.1575
25,27,2,3,2,2,4,3,17,1,1,1,2,5,-0.138901943830891
25,27,2,3,2,2,4,3,17,1,1,2,1,5,0.133111795119741
25,27,2,3,2,2,4,3,17,1,1,2,2,5,-0.117393568818739
25,27,2,3,2,2,4,3,17,1,1,3,1,5,-0.168374582404827
25,27,2,3,2,2,4,3,17,1,1,3,2,5,0.148492424049175
25,27,2,3,2,2,4,3,17,1,1,1,1,1,-0.1875
25,27,2,3,2,2,4,3,17,1,1,1,2,1,0.72618437741389
25,27,2,3,2,2,4,3,17,1,1,2,1,1,0.108253175473055
25,27,2,3,2,2,4,3,17,1,1,2,2,1,-0.41926274578121
25,27,2,3,2,2,4,3,17,1,1,0,1,3,-0.11907849302036
25,27,2,3,2,2,4,3,17,1,1,0,2,3,0.20625
25,27,2,3,2,2,4,3,17,1,1,1,1,3,-0.12375
25,27,2,3,2,2,4,3,17,1,1,1,2,3,0.214341287436649
25,27,2,3,2,2,4,3,17,1,1,2,1,3,-0.0532535210103519
25,27,2,3,2,2,4,3,17,1,1,2,2,3,0.0922378040718662
25,27,2,3,2,2,4,3,17,1,1,3,1,3,-0.189031247416928
25,27,2,3,2,2,4,3,17,1,1,3,2,3,0.327411724744243
25,27,2,3,2,2,4,3,17,1,1,1,1,5,0.1575
25,27,2,3,2,2,4,3,17,1,1,1,2,5,-0.138901943830891
25,27,2,3,2,2,4,3,17,1,1,2,1,5,0.133111795119741
25,27,2,3,2,2,4,3,17,1,1,2,2,5,-0.117393568818739
25,27,2,3,2,2,4,3,17,1,1,3,1,5,-0.168374582404827
25,27,2,3,2,2,4,3,17,1,1,3,2,5,0.148492424049175
25,27,2,3,2,2,4,3,17,1,1,1,1,1,-0.1875
25,27,2,3,2,2,4,3,17,1,1,1,2,1,0.72618437741389
25,27,2,3,2,2,4,3,17,1,1,2,1,1,0.108253175473055
25,27,2,3,2,2,4,3,17,1,1,2,2,1,-0.41926274578121
25,27,2,3,2,2,4,3,17,1,1,0,1,3,-0.11907849302036
25,27,2,3,2,2,4,3,17,1,1,0,2,3,0.20625
25,27,2,3,2,2,4,3,17,1,1,1,1,3,-0.12375
25,27,2,3,2,2,4,3,17,1,1,1,2,3,0.214341287436649
25,27,2,3,2,2,4,3,17,1,1,2,1,3,-0.0532535210103519
25,27,2,3,2,2,4,3,17,1,1,2,2,3,0.0922378040718662
25,27,2,3,2,2,4,3,17,1,1,3,1,3,-0.189031247416928
25,27,2,3,2,2,4,3,17,1,1,3,2,3,0.327411724744243
25,27,2,3,2,2,4,3,17,1,1,1,1,5,0.1575
25,27,2,3,2,2,4,3,17,1,1,1,2,5,-0.138901943830891
25,27,2,3,2,2,4,3,17,1,1,2,1,5,0.133111795119741
25,27,2,3,2,2,4,3,17,1,1,2,2,5,-0.117393568818739
25,27,2,3,2,2,4,3,17,1,1,3,1,5,-0.168374582404827
25,27,2,3,2,2,4,3,17,1,1,3,2,5,0.148492424049175
25,28,2,3,2,2,5,4,17,1,1,1,1,1,-0.75
25,28,2,3,2,2,5,4,17,1,1,2,1,1,0.433012701892219
25,28,2,3,2,2,5,4,17,1,1,0,1,3,-0.188279629142401
25,28,2,3,2,2,5,4,17,1,1,0,2,3,-0.145840773619725
25,28,2,3,2,2,5,4,17,1,1,1,1,3,-0.195665930222918
25,28,2,3,2,2,5,4,17,1,1,1,2,3,-0.151562177834709
25,28,2,3,2,2,5,4,17,1,1,2,1,3,-0.0842012099081716
25,28,2,3,2,2,5,4,17,1,1,2,2,3,-0.0652219767409728
25,28,2,3,2,2,5,4,17,1,1,3,1,3,-0.298884645390157
25,28,2,3,2,2,5,4,17,1,1,3,2,3,-0.231515050806637
25,28,2,3,2,2,5,4,17,1,1,1,2,5,0.21
25,28,2,3,2,2,5,4,17,1,1,2,2,5,0.177482393492988
25,28,2,3,2,2,5,4,17,1,1,3,2,5,-0.224499443206436
25,28,2,3,2,2,5,4,17,1,1,1,1,1,-0.75
25,28,2,3,2,2,5,4,17,1,1,2,1,1,0.433012701892219
25,28,2,3,2,2,5,4,17,1,1,0,1,3,-0.188279629142401
25,28,2,3,2,2,5,4,17,1,1,0,2,3,-0.145840773619725
25,28,2,3,2,2,5,4,17,1,1,1,1,3,-0.195665930222918
25,28,2,3,2,2,5,4,17,1,1,1,2,3,-0.151562177834709
25,28,2,3,2,2,5,4,17,1,1,2,1,3,-0.0842012099081716
25,28,2,3,2,2,5,4,17,1,1,2,2,3,-0.0652219767409728
25,28,2,3,2,2,5,4,17,1,1,3,1,3,-0.298884645390157
25,28,2,3,2,2,5,4,17,1,1,3,2,3,-0.231515050806637
25,28,2,3,2,2,5,4,17,1,1,1,2,5,0.21
25,28,2,3,2,2,5,4,17,1,1,2,2,5,0.177482393492988
25,28,2,3,2,2,5,4,17,1,1,3,2,5,-0.224499443206436
25,28,2,3,2,2,5,4,17,1,1,1,1,1,-0.75
25,28,2,3,2,2,5,4,17,1,1,2,1,1,0.433012701892219
25,28,2,3,2,2,5,4,17,1,1,0,1,3,-0.188279629142401
25,28,2,3,2,2,5,4,17,1,1,0,2,3,-0.145840773619725
25,28,2,3,2,2,5,4,17,1,1,1,1,3,-0.195665930222918
25,28,2,3,2,2,5,4,17,1,1,1,2,3,-0.151562177834709
25,28,2,3,2,2,5,4,17,1,1,2,1,3,-0.0842012099081716
25,28,2,3,2,2,5,4,17,1,1,2,2,3,-0.0652219767409728
25,28,2,3,2,2,5,4,17,1,1,3,1,3,-0.298884645390157
25,28,2,3,2,2,5,4,17,1,1,3,2,3,-0.231515050806637
25,28,2,3,2,2,5,4,17,1,1,1,2,5,0.21
25,28,2,3,2,2,5,4,17,1,1,2,2,5,0.177482393492988
25,28,2,3,2,2,5,4,17,1,1,3,2,5,-0.224499443206436
25,45,2,3,4,2,3,2,17,1,1,1,1,1,1.18585412256314
25,45,2,3,4,2,3,2,17,1,1,1,2,1,-0.684653196881458
25,45,2,3,4,2,3,2,17,1,1,1,1,2,0.790569415042095
25,45,2,3,4,2,3,2,17,1,1,1,0,3,0.21650635094611
25,45,2,3,4,2,3,2,17,1,1,1,1,3,0.225
25,45,2,3,4,2,3,2,17,1,1,1,2,3,0.0968245836551854
25,45,2,3,4,2,3,2,17,1,1,1,3,3,0.343693177121688
25,45,2,3,4,2,3,2,17,1,1,1,1,1,1.18585412256314
25,45,2,3,4,2,3,2,17,1,1,1,2,1,-0.684653196881458
25,45,2,3,4,2,3,2,17,1,1,1,1,2,0.790569415042095
25,45,2,3,4,2,3,2,17,1,1,1,0,3,0.21650635094611
25,45,2,3,4,2,3,2,17,1,1,1,1,3,0.225
25,45,2,3,4,2,3,2,17,1,1,1,2,3,0.0968245836551854
25,45,2,3,4,2,3,2,17,1,1,1,3,3,0.343693177121688
25,45,2,3,4,2,3,2,17,1,1,1,1,1,1.18585412256314
25,45,2,3,4,2,3,2,17,1,1,1,2,1,-0.684653196881458
25,45,2,3,4,2,3,2,17,1,1,1,1,2,0.790569415042095
25,45,2,3,4,2,3,2,17,1,1,1,0,3,0.21650635094611
25,45,2,3,4,2,3,2,17,1,1,1,1,3,0.225
25,45,2,3,4,2,3,2,17,1,1,1,2,3,0.0968245836551854
25,45,2,3,4,2,3,2,17,1,1,1,3,3,0.343693177121688
25,45,2,3,4,2,3,2,17,1,1,1,1,1,1.18585412256314
25,45,2,3,4,2,3,2,17,1,1,1,2,1,-0.684653196881458
25,45,2,3,4,2,3,2,17,1,1,1,1,2,0.790569415042095
25,45,2,3,4,2,3,2,17,1,1,1,0,3,0.21650635094611
25,45,2,3,4,2,3,2,17,1,1,1,1,3,0.225
25,45,2,3,4,2,3,2,17,1,1,1,2,3,0.0968245836551854
25,45,2,3,4,2,3,2,17,1,1,1,3,3,0.343693177121688
25,45,2,3,4,2,3,2,17,1,1,1,1,1,1.18585412256314
25,45,2,3,4,2,3,2,17,1,1,1,2,1,-0.684653196881458
25,45,2,3,4,2,3,2,17,1,1,1,1,2,0.790569415042095
25,45,2,3,4,2,3,2,17,1,1,1,0,3,0.21650635094611
25,45,2,3,4,2,3,2,17,1,1,1,1,3,0.225
25,45,2,3,4,2,3,2,17,1,1,1,2,3,0.0968245836551854
25,45,2,3,4,2,3,2,17,1,1,1,3,3,0.343693177121688
25,46,2,3,4,2,5,2,17,1,1,1,1,1,0.592927061281571
25,46,2,3,4,2,5,2,17,1,1,1,2,1,0.765465544619743
25,46,2,3,4,2,5,2,17,1,1,1,1,2,0.790569415042095
25,46,2,3,4,2,5,2,17,1,1,1,1,3,0.75
25,46,2,3,4,2,5,2,17,1,1,1,2,3,-0.433012701892219
25,46,2,3,4,2,5,2,17,1,1,1,1,1,0.592927061281571
25,46,2,3,4,2,5,2,17,1,1,1,2,1,0.765465544619743
25,46,2,3,4,2,5,2,17,1,1,1,1,2,0.790569415042095
25,46,2,3,4,2,5,2,17,1,1,1,1,3,0.75
25,46,2,3,4,2,5,2,17,1,1,1,2,3,-0.433012701892219
25,46,2,3,4,2,5,2,17,1,1,1,1,1,0.592927061281571
25,46,2,3,4,2,5,2,17,1,1,1,2,1,0.765465544619743
25,46,2,3,4,2,5,2,17,1,1,1,1,2,0.790569415042095
25,46,2,3,4,2,5,2,17,1,1,1,1,3,0.75
25,46,2,3,4,2,5,2,17,1,1,1,2,3,-0.433012701892219
25,47,2,3,4,2,4,3,17,1,1,1,1,1,-0.197642353760524
25,47,2,3,4,2,4,3,17,1,1,1,2,1,0.765465544619743
25,47,2,3,4,2,4,3,17,1,1,1,1,3,0.25
25,47,2,3,4,2,4,3,17,1,1,1,2,3,-0.433012701892219
25,47,2,3,4,2,4,3,17,1,1,1,1,1,-0.197642353760524
25,47,2,3,4,2,4,3,17,1,1,1,2,1,0.765465544619743
25,47,2,3,4,2,4,3,17,1,1,1,1,3,0.25
25,47,2,3,4,2,4,3,17,1,1,1,2,3,-0.433012701892219
25,47,2,3,4,2,4,3,17,1,1,1,1,1,-0.197642353760524
25,47,2,3,4,2,4,3,17,1,1,1,2,1,0.765465544619743
25,47,2,3,4,2,4,3,17,1,1,1,1,3,0.25
25,47,2,3,4,2,4,3,17,1,1,1,2,3,-0.433012701892219
25,48,2,3,4,2,5,4,17,1,1,1,1,1,-0.790569415042095
25,48,2,3,4,2,5,4,17,1,1,1,1,3,0.395284707521047
25,48,2,3,4,2,5,4,17,1,1,1,2,3,0.306186217847897
25,48,2,3,4,2,5,4,17,1,1,1,1,1,-0.790569415042095
25,48,2,3,4,2,5,4,17,1,1,1,1,3,0.395284707521047
25,48,2,3,4,2,5,4,17,1,1,1,2,3,0.306186217847897
25,48,2,3,4,2,5,4,17,1,1,1,1,1,-0.790569415042095
25,48,2,3,4,2,5,4,17,1,1,1,1,3,0.395284707521047
25,48,2,3,4,2,5,4,17,1,1,1,2,3,0.306186217847897
25,62,2,3,3,2,5,3,17,1,1,1,1,1,-0.1875
25,62,2,3,3,2,5,3,17,1,1,1,2,1,0.72618437741389
